Timestamp,Device,Event Type,CPU Usage (%),Memory Usage (%),Throughput (Mbps),Error Rate (%)
2024-05-01 17:00:00,Router_Model_X,Security Alert,55.51660724315597,57.79,412.87,4.857032879599148
2024-05-01 18:00:00,Router_Model_X,Memory Leak,36.223539305522735,46.0,376.63,3.515826571346974
2024-05-01 19:00:00,Router_Model_X,Packet Drop,81.52460535838387,50.79,396.91,4.902963068295685
2024-05-01 20:00:00,Router_Model_X,Packet Drop,67.22006407434658,61.35,185.36,3.7194306534907153
2024-05-01 21:00:00,Router_Model_X,Memory Leak,51.80928530042114,50.18,252.42,4.326097688437152
2024-05-01 22:00:00,Router_Model_X,High CPU Usage,100.0,59.97,314.46,3.193366937412901
2024-05-01 23:00:00,Router_Model_X,High CPU Usage,57.83587268657973,10.7,212.92,4.420294532981337
2024-05-02 00:00:00,Router_Model_X,Normal,57.21,56.8,382.19,1.07
2024-05-02 01:00:00,Router_Model_X,High CPU Usage,77.08817608486535,50.27,908.45,5.279165327158843
2024-05-02 02:00:00,Router_Model_X,Packet Drop,54.03760185231386,13.63,950.51,1.750241067289802
2024-05-02 03:00:00,Router_Model_X,Normal,61.62,35.24,992.24,2.59
2024-05-02 04:00:00,Router_Model_X,Security Alert,70.60278910542222,78.19,567.18,4.406713854763381
2024-05-02 05:00:00,Router_Model_X,Normal,72.59,38.12,993.74,2.03
2024-05-02 06:00:00,Router_Model_X,Security Alert,77.20094431297653,44.33,130.02,5.362226771244386
2024-05-02 07:00:00,Router_Model_X,High CPU Usage,39.31075407984654,67.91,318.92,3.824435511326955
2024-05-02 08:00:00,Router_Model_X,Security Alert,28.119876743611403,21.3,472.17,1.5338495712009723
2024-05-02 09:00:00,Router_Model_X,Packet Drop,69.81010543471172,41.78,216.19,5.405484221496135
2024-05-02 10:00:00,Router_Model_X,Packet Drop,90.50444125006398,35.38,807.29,1.8111376368802454
2024-05-02 11:00:00,Router_Model_X,Packet Drop,74.61070975600737,58.8,719.1,5.364700117807226
2024-05-02 12:00:00,Router_Model_X,High CPU Usage,44.9246532380772,43.34,148.94,4.625781725149642
2024-05-02 13:00:00,Router_Model_X,Packet Drop,83.19993521826086,53.08,378.79,5.870233388763895
2024-05-02 14:00:00,Router_Model_X,Security Alert,76.53888229633509,30.27,338.89,4.984520353474638
2024-05-02 15:00:00,Router_Model_X,Memory Leak,54.83799147894311,36.16,962.76,7.084781426473608
2024-05-02 16:00:00,Router_Model_X,Security Alert,38.58425906638068,52.65,479.05,4.193368589221883
2024-05-02 17:00:00,Router_Model_X,Security Alert,68.00361121065299,43.76,532.68,6.272546519620592
2024-05-02 18:00:00,Router_Model_X,Memory Leak,86.35315246876344,53.0,621.88,4.112781722511198
2024-05-02 19:00:00,Router_Model_X,Security Alert,39.454595257963454,59.84,718.55,5.113173293108432
2024-05-02 20:00:00,Router_Model_X,Memory Leak,58.472351059783655,14.06,459.91,3.7499218249086415
2024-05-02 21:00:00,Router_Model_X,Packet Drop,32.18967443273998,24.34,287.7,7.383880421930647
2024-05-02 22:00:00,Router_Model_X,Security Alert,72.79875161367521,75.83,823.3,5.252502827998914
2024-05-02 23:00:00,Router_Model_X,Packet Drop,93.64814877798611,13.07,686.61,1.8800181470537973
2024-05-03 00:00:00,Router_Model_X,Packet Drop,32.6852106056305,61.71,768.74,2.0937117651204282
2024-05-03 01:00:00,Router_Model_X,Security Alert,73.54980947246283,39.73,489.93,4.213077087145903
2024-05-03 02:00:00,Router_Model_X,High CPU Usage,29.902408617230293,63.38,537.32,4.293663154895867
2024-05-03 03:00:00,Router_Model_X,High CPU Usage,62.10450754764211,67.52,727.14,3.1034386923394948
2024-05-03 04:00:00,Router_Model_X,Memory Leak,47.944724199532075,66.63,264.59,5.476188037787153
2024-05-03 05:00:00,Router_Model_X,Memory Leak,94.92647068715956,79.38,512.45,6.32224297266429
2024-05-03 06:00:00,Router_Model_X,Security Alert,34.153684487611265,32.74,138.28,6.077883693817234
2024-05-03 07:00:00,Router_Model_X,Security Alert,75.26457404250301,51.87,984.51,4.946665545591278
2024-05-03 08:00:00,Router_Model_X,Normal,75.05,32.09,699.08,4.53
2024-05-03 09:00:00,Router_Model_X,Normal,49.24,31.24,933.43,0.01
2024-05-03 10:00:00,Router_Model_X,Packet Drop,45.03699055121573,55.91,940.49,6.428020083322362
2024-05-03 11:00:00,Router_Model_X,Security Alert,82.3531545530405,77.44,810.47,5.399518235124607
2024-05-03 12:00:00,Router_Model_X,Packet Drop,43.70995988602702,31.8,666.34,4.2163598571513985
2024-05-03 13:00:00,Router_Model_X,Security Alert,81.19782902817701,29.72,528.58,3.4815013951017457
2024-05-03 14:00:00,Router_Model_X,Memory Leak,41.859416951354504,75.44,272.53,5.2685587972388275
2024-05-03 15:00:00,Router_Model_X,High CPU Usage,45.84839745191396,75.05,754.01,4.718858004093232
2024-05-03 16:00:00,Router_Model_X,Packet Drop,57.077336133912155,51.15,411.63,3.0485510465385692
2024-05-03 17:00:00,Router_Model_X,Memory Leak,99.55911619373532,37.65,688.77,2.622706700347385
2024-05-03 18:00:00,Router_Model_X,Memory Leak,74.73408701625152,39.95,892.63,7.122315173882724
2024-05-03 19:00:00,Router_Model_X,Security Alert,22.280231702916847,28.18,573.92,4.568309949784682
2024-05-03 20:00:00,Router_Model_X,Security Alert,64.70112384308179,63.07,883.03,5.040316639633955
2024-05-03 21:00:00,Router_Model_X,Packet Drop,47.088849547721225,34.37,292.2,2.500438770992046
2024-05-03 22:00:00,Router_Model_X,High CPU Usage,50.36849455595001,78.21,173.77,4.414705049929623
2024-05-03 23:00:00,Router_Model_X,High CPU Usage,34.813856988447256,36.09,898.44,2.2738932164172474
2024-05-04 00:00:00,Router_Model_X,Security Alert,60.304508251021474,12.19,356.55,5.915285708221036
2024-05-04 01:00:00,Router_Model_X,Normal,26.88,37.93,340.35,2.61
2024-05-04 02:00:00,Router_Model_X,Normal,62.13,36.44,589.66,4.61
2024-05-04 03:00:00,Router_Model_X,Memory Leak,71.28763996654496,20.33,805.06,2.0860774963050437
2024-05-04 04:00:00,Router_Model_X,High CPU Usage,97.26547564134677,28.83,959.15,2.8957925989782276
2024-05-04 05:00:00,Router_Model_X,Packet Drop,100.0,59.43,491.34,4.7509118392611445
2024-05-04 06:00:00,Router_Model_X,Normal,67.94,78.89,920.94,3.73
2024-05-04 07:00:00,Router_Model_X,Security Alert,40.02781135663284,60.89,364.76,4.770832440304772
2024-05-04 08:00:00,Router_Model_X,Normal,58.94,32.8,670.13,4.0
2024-05-04 09:00:00,Router_Model_X,Memory Leak,100.0,79.08,276.99,5.344317639548554
2024-05-04 10:00:00,Router_Model_X,Packet Drop,67.70163981068428,25.15,69.5,6.078104360605698
2024-05-04 11:00:00,Router_Model_X,Normal,62.06,42.41,778.1,1.22
2024-05-04 12:00:00,Router_Model_X,Packet Drop,27.331812377938,10.35,784.4,5.429170039114142
2024-05-04 13:00:00,Router_Model_X,Memory Leak,100.0,26.69,589.78,3.0307503472528494
2024-05-04 14:00:00,Router_Model_X,Packet Drop,92.5493256282453,48.29,397.06,3.8413673617044064
2024-05-04 15:00:00,Router_Model_X,Packet Drop,33.95037999635042,10.15,146.75,4.345590523252417
2024-05-04 16:00:00,Router_Model_X,Security Alert,89.06431625041118,46.7,270.65,4.119762380701786
2024-05-04 17:00:00,Router_Model_X,High CPU Usage,50.41718300115606,68.51,599.79,2.0632646171757196
2024-05-04 18:00:00,Router_Model_X,Memory Leak,69.6430668991087,42.55,722.79,2.1068468380959797
2024-05-04 19:00:00,Router_Model_X,Normal,22.31,40.15,523.45,3.83
2024-05-04 20:00:00,Router_Model_X,Memory Leak,97.63627426763836,78.31,693.56,5.753398784469291
2024-05-04 21:00:00,Router_Model_X,Security Alert,81.40498232732412,57.31,143.96,6.2171549107310895
2024-05-04 22:00:00,Router_Model_X,Memory Leak,93.71538863992217,20.06,239.61,6.536314873216396
2024-05-04 23:00:00,Router_Model_X,Packet Drop,98.71051653696931,73.04,200.53,6.401497867157559
